SUMLEV,GEOCODE,GEOID,NAME,BASENAME,FILEID,STUSAB,CHARITER,CIFSN,LOGRECNO,TOTAL_POP,POP_ONE_RACE,POP_WHITE,POP_BLACK,POP_NATIVE,POP_ASIAN,POP_PACIFIC,POP_OTHER_RACE,POP_TWO_MORE_RACES,POP_TWO_RACES,POP_WHITE_BLACK,POP_WHITE_NATIVE,POP_WHITE_ASIAN,POP_WHITE_PACIFIC,POP_WHITE_OTHER,POP_BLACK_NATIVE,POP_BLACK_ASIAN,POP_BLACK_PACIFIC,POP_BLACK_OTHER,POP_NATIVE_ASIAN,POP_NATIVE_PACIFIC,POP_NATIVE_OTHER,POP_ASIAN_PACIFIC,POP_ASIAN_OTHER,POP_PACIFIC_OTHER,POP_THREE_RACES
700,2400901-007,7000000US2400901-007,CALVERT PRECINCT 01-007,CALVERT PRECINCT 01-007,PLST,MD,0,1,25011,4131,3793,3180,497,21,57,2,36,338,317,86,77,39,8,91,7,2,0,5,1,0,0,1,0,0,19
700,2400902-001,7000000US2400902-001,CALVERT PRECINCT 02-001,CALVERT PRECINCT 02-001,PLST,MD,0,1,25012,4668,4315,3516,660,26,64,1,48,353,328,53,73,54,4,116,12,11,0,3,0,0,1,1,0,0,23
700,2400902-002,7000000US2400902-002,CALVERT PRECINCT 02-002,CALVERT PRECINCT 02-002,PLST,MD,0,1,25013,4361,4039,2893,942,18,75,5,106,322,292,84,48,39,2,93,8,8,0,6,0,0,4,0,0,0,28
700,2400902-003,7000000US2400902-003,CALVERT PRECINCT 02-003,CALVERT PRECINCT 02-003,PLST,MD,0,1,25014,3451,3182,2800,251,7,72,2,50,269,240,24,78,54,10,64,3,3,0,3,0,0,0,1,0,0,25
700,2400902-004,7000000US2400902-004,CALVERT PRECINCT 02-004,CALVERT PRECINCT 02-004,PLST,MD,0,1,25015,4866,4516,3355,978,24,79,5,75,350,325,107,90,34,2,69,11,0,0,8,0,0,0,3,1,0,19
700,2400902-005,7000000US2400902-005,CALVERT PRECINCT 02-005,CALVERT PRECINCT 02-005,PLST,MD,0,1,25016,4083,3782,3318,298,7,92,4,63,301,275,39,90,38,3,96,2,3,0,3,0,0,0,1,0,0,26
700,2400902-006,7000000US2400902-006,CALVERT PRECINCT 02-006,CALVERT PRECINCT 02-006,PLST,MD,0,1,25017,3184,2964,2494,361,7,67,4,31,220,205,34,38,33,4,88,2,1,0,3,0,0,0,2,0,0,11
700,2400902-007,7000000US2400902-007,CALVERT PRECINCT 02-007,CALVERT PRECINCT 02-007,PLST,MD,0,1,25018,3064,2816,2610,85,9,85,4,23,248,238,37,53,55,4,77,6,2,0,3,0,0,0,1,0,0,7
700,2400902-008,7000000US2400902-008,CALVERT PRECINCT 02-008,CALVERT PRECINCT 02-008,PLST,MD,0,1,25019,4767,4389,3583,604,24,103,3,72,378,339,69,77,58,5,109,7,6,0,5,0,1,0,1,1,0,34
700,2400903-001,7000000US2400903-001,CALVERT PRECINCT 03-001,CALVERT PRECINCT 03-001,PLST,MD,0,1,25020,3183,2851,2360,369,9,55,8,50,332,275,69,60,39,1,86,4,3,0,12,0,0,0,0,1,0,50
700,2400903-002,7000000US2400903-002,CALVERT PRECINCT 03-002,CALVERT PRECINCT 03-002,PLST,MD,0,1,25021,3628,3272,2628,571,4,27,3,39,356,323,95,64,41,2,87,11,11,0,10,0,0,2,0,0,0,25
700,2400903-003,7000000US2400903-003,CALVERT PRECINCT 03-003,CALVERT PRECINCT 03-003,PLST,MD,0,1,25022,4438,4066,3173,734,23,81,2,53,372,350,60,77,61,10,118,6,3,0,11,0,0,2,1,0,1,20
700,2400903-004,7000000US2400903-004,CALVERT PRECINCT 03-004,CALVERT PRECINCT 03-004,PLST,MD,0,1,25023,3727,3413,3026,291,15,35,1,45,314,284,73,57,48,0,87,8,4,0,6,0,0,0,0,1,0,26
700,2400903-005,7000000US2400903-005,CALVERT PRECINCT 03-005,CALVERT PRECINCT 03-005,PLST,MD,0,1,25024,4026,3757,2908,714,14,65,6,50,269,249,38,69,30,0,96,3,0,0,8,0,0,0,4,1,0,12
700,2400903-006,7000000US2400903-006,CALVERT PRECINCT 03-006,CALVERT PRECINCT 03-006,PLST,MD,0,1,25025,3234,2977,2570,271,8,84,1,43,257,240,22,63,43,7,93,3,4,0,0,0,0,0,4,1,0,16
700,2400903-007,7000000US2400903-007,CALVERT PRECINCT 03-007,CALVERT PRECINCT 03-007,PLST,MD,0,1,25026,4154,3839,3335,296,11,119,2,76,315,302,45,69,40,6,127,4,5,0,0,0,2,0,3,1,0,12
700,2400903-008,7000000US2400903-008,CALVERT PRECINCT 03-008,CALVERT PRECINCT 03-008,PLST,MD,0,1,25027,5319,4827,4027,615,5,89,13,78,492,447,115,75,80,6,139,11,5,0,11,0,0,1,2,1,1,38
700,24009ZZZZZZ,7000000US24009ZZZZZZ,Voting Districts Not Defined,Voting Districts Not Defined,PLST,MD,0,1,25028,13,11,5,4,0,2,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
700,2401101-001,7000000US2401101-001,Caroline District 01-001,Caroline District 01-001,PLST,MD,0,1,25029,3359,2975,1847,104,46,11,3,964,384,369,26,30,15,0,239,0,1,2,14,0,0,40,0,2,0,13
700,2401102-001,7000000US2401102-001,Caroline District 02-001,Caroline District 02-001,PLST,MD,0,1,25030,5485,5063,4419,340,25,34,2,243,422,402,79,104,20,0,166,1,3,0,9,0,0,14,1,5,0,16
700,2401103-001,7000000US2401103-001,Caroline District 03-001,Caroline District 03-001,PLST,MD,0,1,25031,7660,7197,5667,1170,49,137,3,171,463,424,167,107,39,1,74,9,4,0,13,4,0,0,0,6,0,35
700,2401104-001,7000000US2401104-001,Caroline District 04-001,Caroline District 04-001,PLST,MD,0,1,25032,3831,3646,3063,448,8,24,0,103,185,181,58,41,21,0,50,1,2,0,4,1,0,0,0,3,0,4
700,2401105-001,7000000US2401105-001,Caroline District 05-001,Caroline District 05-001,PLST,MD,0,1,25033,5003,4703,3018,1517,5,84,4,75,300,277,111,67,7,0,63,7,0,0,15,1,0,3,0,3,0,22
700,2401106-001,7000000US2401106-001,Caroline District 06-001,Caroline District 06-001,PLST,MD,0,1,25034,2118,2000,1812,154,1,9,2,22,118,108,19,43,7,0,33,0,0,1,1,0,0,4,0,0,0,10
700,2401107-001,7000000US2401107-001,Caroline District 07-001,Caroline District 07-001,PLST,MD,0,1,25035,3807,3577,2910,504,5,40,1,117,230,223,56,56,12,1,79,4,0,0,11,2,0,0,2,0,0,6
700,2401108-001,7000000US2401108-001,Caroline District 08-001,Caroline District 08-001,PLST,MD,0,1,25036,2030,1963,1743,197,7,11,4,1,67,59,22,11,2,3,19,0,0,0,2,0,0,0,0,0,0,7
700,2401301-001,7000000US2401301-001,CARROLL PRECINCT 01-001,CARROLL PRECINCT 01-001,PLST,MD,0,1,25037,5279,5032,4778,145,15,28,0,66,247,227,64,60,22,1,72,1,0,0,6,0,0,0,1,0,0,19
700,2401301-002,7000000US2401301-002,CARROLL PRECINCT 01-002,CARROLL PRECINCT 01-002,PLST,MD,0,1,25038,4579,4216,3735,349,11,50,0,71,363,335,83,88,25,2,121,1,9,0,4,2,0,0,0,0,0,27
700,2401302-001,7000000US2401302-001,CARROLL PRECINCT 02-001,CARROLL PRECINCT 02-001,PLST,MD,0,1,25039,1909,1831,1767,17,3,15,0,29,78,77,5,43,17,0,12,0,0,0,0,0,0,0,0,0,0,1
700,2401302-002,7000000US2401302-002,CARROLL PRECINCT 02-002,CARROLL PRECINCT 02-002,PLST,MD,0,1,25040,2219,2130,2058,17,3,32,0,20,89,84,14,27,7,0,35,0,0,0,0,0,0,1,0,0,0,5
700,2401303-001,7000000US2401303-001,CARROLL PRECINCT 03-001,CARROLL PRECINCT 03-001,PLST,MD,0,1,25041,5460,5212,5051,85,9,42,0,25,248,232,23,94,32,0,76,4,0,0,3,0,0,0,0,0,0,15
700,2401304-001,7000000US2401304-001,CARROLL PRECINCT 04-001,CARROLL PRECINCT 04-001,PLST,MD,0,1,25042,8180,7679,7152,265,14,154,5,89,501,469,55,130,97,6,169,0,1,0,5,4,0,2,0,0,0,30
700,2401304-002,7000000US2401304-002,CARROLL PRECINCT 04-002,CARROLL PRECINCT 04-002,PLST,MD,0,1,25043,3162,3021,2889,59,3,43,0,27,141,136,15,40,13,2,65,0,0,0,0,0,0,0,1,0,0,5
700,2401304-003,7000000US2401304-003,CARROLL PRECINCT 04-003,CARROLL PRECINCT 04-003,PLST,MD,0,1,25044,6454,6083,5671,208,16,118,4,66,371,351,60,105,49,0,132,2,2,0,0,0,0,0,1,0,0,20
700,2401305-001,7000000US2401305-001,CARROLL PRECINCT 05-001,CARROLL PRECINCT 05-001,PLST,MD,0,1,25045,4468,4189,3771,243,8,127,0,40,279,259,40,52,56,4,102,1,0,0,2,2,0,0,0,0,0,19
700,2401305-002,7000000US2401305-002,CARROLL PRECINCT 05-002,CARROLL PRECINCT 05-002,PLST,MD,0,1,25046,6531,6135,5601,241,17,211,0,65,396,366,55,64,92,2,141,7,0,0,0,3,0,0,2,0,0,26
700,2401305-003,7000000US2401305-003,CARROLL PRECINCT 05-003,CARROLL PRECINCT 05-003,PLST,MD,0,1,25047,3642,3397,3094,103,12,146,2,40,245,227,37,67,50,0,73,0,0,0,0,0,0,0,0,0,0,17
700,2401305-004,7000000US2401305-004,CARROLL PRECINCT 05-004,CARROLL PRECINCT 05-004,PLST,MD,0,1,25048,11042,10346,8798,835,20,555,2,136,696,651,70,109,164,5,276,6,5,1,7,0,0,2,1,5,0,42
700,2401305-005,7000000US2401305-005,CARROLL PRECINCT 05-005,CARROLL PRECINCT 05-005,PLST,MD,0,1,25049,3927,3651,3185,159,1,256,0,50,276,265,48,56,51,3,100,4,0,0,3,0,0,0,0,0,0,11
700,2401305-006,7000000US2401305-006,CARROLL PRECINCT 05-006,CARROLL PRECINCT 05-006,PLST,MD,0,1,25050,670,637,609,14,1,7,0,6,33,30,6,8,6,0,8,0,0,0,1,1,0,0,0,0,0,2
700,2401306-001,7000000US2401306-001,CARROLL PRECINCT 06-001,CARROLL PRECINCT 06-001,PLST,MD,0,1,25051,8004,7657,7237,191,10,106,0,113,347,327,59,96,19,1,145,0,0,0,6,0,0,0,0,1,0,19
700,2401306-002,7000000US2401306-002,CARROLL PRECINCT 06-002,CARROLL PRECINCT 06-002,PLST,MD,0,1,25052,6622,6282,5930,130,20,85,3,114,340,319,32,126,41,7,103,3,0,0,6,0,0,0,1,0,0,17
700,2401307-001,7000000US2401307-001,CARROLL PRECINCT 07-001,CARROLL PRECINCT 07-001,PLST,MD,0,1,25053,2876,2679,2387,112,21,53,2,104,197,186,50,37,22,4,70,1,2,0,0,0,0,0,0,0,0,10
700,2401307-002,7000000US2401307-002,CARROLL PRECINCT 07-002,CARROLL PRECINCT 07-002,PLST,MD,0,1,25054,4955,4600,4000,189,26,87,1,297,355,335,54,81,27,0,158,0,4,0,5,0,0,0,3,3,0,18
700,2401307-003,7000000US2401307-003,CARROLL PRECINCT 07-003,CARROLL PRECINCT 07-003,PLST,MD,0,1,25055,5146,4793,3932,466,23,120,4,248,353,340,75,68,38,3,133,3,3,1,12,0,0,4,0,0,0,12
700,2401307-004,7000000US2401307-004,CARROLL PRECINCT 07-004,CARROLL PRECINCT 07-004,PLST,MD,0,1,25056,10605,9837,8237,982,32,325,9,252,768,725,162,133,106,6,261,8,18,2,26,0,0,1,0,2,0,37
700,2401307-005,7000000US2401307-005,CARROLL PRECINCT 07-005,CARROLL PRECINCT 07-005,PLST,MD,0,1,25057,1051,1022,977,23,4,8,0,10,29,29,10,9,7,0,0,0,2,0,1,0,0,0,0,0,0,0
700,2401307-006,7000000US2401307-006,CARROLL PRECINCT 07-006,CARROLL PRECINCT 07-006,PLST,MD,0,1,25058,3533,3310,2992,114,9,120,0,75,223,211,58,43,35,0,72,2,0,0,0,0,0,1,0,0,0,12
700,2401307-007,7000000US2401307-007,CARROLL PRECINCT 07-007,CARROLL PRECINCT 07-007,PLST,MD,0,1,25059,7915,7273,6465,356,10,277,1,164,642,600,152,104,65,4,241,4,1,0,7,3,0,12,0,7,0,30
700,2401307-008,7000000US2401307-008,CARROLL PRECINCT 07-008,CARROLL PRECINCT 07-008,PLST,MD,0,1,25060,2373,2260,2149,70,2,34,1,4,113,108,11,34,22,0,38,1,0,0,1,1,0,0,0,0,0,4
700,2401308-001,7000000US2401308-001,CARROLL PRECINCT 08-001,CARROLL PRECINCT 08-001,PLST,MD,0,1,25061,6278,5944,5631,105,5,95,1,107,334,304,33,86,52,0,131,0,0,0,2,0,0,0,0,0,0,28
700,2401308-002,7000000US2401308-002,CARROLL PRECINCT 08-002,CARROLL PRECINCT 08-002,PLST,MD,0,1,25062,4784,4485,4257,95,4,62,2,65,299,286,13,122,46,0,95,1,0,1,6,0,0,0,0,2,0,12
700,2401308-003,7000000US2401308-003,CARROLL PRECINCT 08-003,CARROLL PRECINCT 08-003,PLST,MD,0,1,25063,3649,3438,3234,95,11,46,2,50,211,203,40,34,39,0,87,0,0,0,2,0,0,0,1,0,0,7
700,2401309-001,7000000US2401309-001,CARROLL PRECINCT 09-001,CARROLL PRECINCT 09-001,PLST,MD,0,1,25064,4957,4661,4469,85,8,50,0,49,296,285,30,79,46,3,117,6,0,0,1,0,0,0,0,3,0,11
700,2401309-002,7000000US2401309-002,CARROLL PRECINCT 09-002,CARROLL PRECINCT 09-002,PLST,MD,0,1,25065,2551,2394,2306,26,3,22,1,36,157,152,17,40,31,4,56,2,0,0,0,0,0,0,2,0,0,3
700,2401310-001,7000000US2401310-001,CARROLL PRECINCT 10-001,CARROLL PRECINCT 10-001,PLST,MD,0,1,25066,1326,1280,1222,46,3,4,0,5,46,44,6,9,3,0,22,0,0,0,3,0,0,0,1,0,0,2
700,2401311-001,7000000US2401311-001,CARROLL PRECINCT 11-001,CARROLL PRECINCT 11-001,PLST,MD,0,1,25067,3702,3493,3361,67,11,34,0,20,209,205,46,67,20,4,62,1,0,0,3,2,0,0,0,0,0,0
700,2401312-001,7000000US2401312-001,CARROLL PRECINCT 12-001,CARROLL PRECINCT 12-001,PLST,MD,0,1,25068,1526,1440,1342,79,3,5,0,11,86,83,16,35,7,4,20,0,0,0,1,0,0,0,0,0,0,2
700,2401313-001,7000000US2401313-001,CARROLL PRECINCT 13-001,CARROLL PRECINCT 13-001,PLST,MD,0,1,25069,10782,9948,9075,235,30,237,1,370,834,782,85,153,128,4,396,5,0,0,7,1,0,0,3,0,0,44
700,2401314-001,7000000US2401314-001,CARROLL PRECINCT 14-001,CARROLL PRECINCT 14-001,PLST,MD,0,1,25070,3849,3602,3425,84,4,55,2,32,247,233,30,46,54,0,92,0,0,0,11,0,0,0,0,0,0,10
700,2401314-002,7000000US2401314-002,CARROLL PRECINCT 14-002,CARROLL PRECINCT 14-002,PLST,MD,0,1,25071,7586,7139,6699,175,22,139,0,104,447,420,49,114,63,2,179,3,8,0,0,0,0,2,0,0,0,26
700,2401314-003,7000000US2401314-003,CARROLL PRECINCT 14-003,CARROLL PRECINCT 14-003,PLST,MD,0,1,25072,1299,1195,1135,17,2,27,0,14,104,103,9,18,24,0,49,3,0,0,0,0,0,0,0,0,0,1
700,2401501-001,7000000US2401501-001,CECIL PRECINCT 01-001,CECIL PRECINCT 01-001,PLST,MD,0,1,25073,4787,4483,4154,168,7,21,0,133,304,288,34,82,18,1,141,2,1,2,3,1,0,1,0,0,2,15
700,2401502-001,7000000US2401502-001,CECIL PRECINCT 02-001,CECIL PRECINCT 02-001,PLST,MD,0,1,25074,2842,2686,2565,24,12,4,0,81,156,149,16,34,18,0,79,0,0,0,2,0,0,0,0,0,0,5
700,2401502-002,7000000US2401502-002,CECIL PRECINCT 02-002,CECIL PRECINCT 02-002,PLST,MD,0,1,25075,2809,2626,2500,70,2,9,0,45,183,173,34,53,7,1,77,0,0,0,1,0,0,0,0,0,0,10
700,2401503-001,7000000US2401503-001,CECIL PRECINCT 03-001,CECIL PRECINCT 03-001,PLST,MD,0,1,25076,7023,6343,4610,1293,14,220,4,202,680,639,233,108,64,4,196,5,10,3,12,0,0,1,2,1,0,36
700,2401503-002,7000000US2401503-002,CECIL PRECINCT 03-002,CECIL PRECINCT 03-002,PLST,MD,0,1,25077,2309,2173,2051,58,5,19,1,39,136,123,13,48,5,0,54,1,2,0,0,0,0,0,0,0,0,12
700,2401503-003,7000000US2401503-003,CECIL PRECINCT 03-003,CECIL PRECINCT 03-003,PLST,MD,0,1,25078,7120,6529,5059,1150,18,106,1,195,591,556,173,125,33,0,175,16,7,1,21,1,0,0,0,3,1,27
700,2401503-004,7000000US2401503-004,CECIL PRECINCT 03-004,CECIL PRECINCT 03-004,PLST,MD,0,1,25079,980,881,791,52,5,5,0,28,99,89,20,33,3,0,31,0,0,1,1,0,0,0,0,0,0,9
700,2401503-005,7000000US2401503-005,CECIL PRECINCT 03-005,CECIL PRECINCT 03-005,PLST,MD,0,1,25080,2144,1960,1410,428,7,52,0,63,184,180,42,32,29,3,69,1,1,0,3,0,0,0,0,0,0,3
700,2401503-006,7000000US2401503-006,CECIL PRECINCT 03-006,CECIL PRECINCT 03-006,PLST,MD,0,1,25081,3109,2874,2715,85,6,10,0,58,235,223,38,85,4,0,86,2,0,0,5,0,0,0,1,1,1,12
700,2401503-007,7000000US2401503-007,CECIL PRECINCT 03-007,CECIL PRECINCT 03-007,PLST,MD,0,1,25082,4377,3939,2733,865,19,87,0,235,438,416,140,89,35,0,129,10,2,0,11,0,0,0,0,0,0,20
700,2401504-001,7000000US2401504-001,CECIL PRECINCT 04-001,CECIL PRECINCT 04-001,PLST,MD,0,1,25083,5288,4948,4743,73,7,37,0,88,340,334,31,104,20,0,162,7,0,0,9,0,0,0,0,0,1,6
700,2401504-002,7000000US2401504-002,CECIL PRECINCT 04-002,CECIL PRECINCT 04-002,PLST,MD,0,1,25084,3830,3473,2293,888,18,121,1,152,357,341,101,59,33,2,115,7,2,0,21,0,0,1,0,0,0,15
700,2401505-001,7000000US2401505-001,CECIL PRECINCT 05-001,CECIL PRECINCT 05-001,PLST,MD,0,1,25085,3806,3480,3182,195,8,32,5,58,326,300,57,104,22,3,97,9,0,1,6,1,0,0,0,0,0,22
700,2401505-002,7000000US2401505-002,CECIL PRECINCT 05-002,CECIL PRECINCT 05-002,PLST,MD,0,1,25086,4393,4051,3535,371,5,75,0,65,342,322,72,113,37,5,88,3,3,0,1,0,0,0,0,0,0,16
700,2401505-003,7000000US2401505-003,CECIL PRECINCT 05-003,CECIL PRECINCT 05-003,PLST,MD,0,1,25087,6052,5676,5383,160,9,57,0,67,376,349,40,114,48,0,132,0,0,1,11,0,0,0,2,0,1,21
700,2401505-004,7000000US2401505-004,CECIL PRECINCT 05-004,CECIL PRECINCT 05-004,PLST,MD,0,1,25088,3830,3424,2815,435,5,57,1,111,406,376,128,95,31,5,93,7,2,1,14,0,0,0,0,0,0,27
700,2401505-005,7000000US2401505-005,CECIL PRECINCT 05-005,CECIL PRECINCT 05-005,PLST,MD,0,1,25089,6600,6165,5664,328,19,69,2,83,435,408,67,141,29,0,151,8,5,2,3,0,0,0,2,0,0,23
700,2401505-006,7000000US2401505-006,CECIL PRECINCT 05-006,CECIL PRECINCT 05-006,PLST,MD,0,1,25090,982,915,824,45,3,27,1,15,67,65,7,16,14,0,28,0,0,0,0,0,0,0,0,0,0,2
700,2401506-001,7000000US2401506-001,CECIL PRECINCT 06-001,CECIL PRECINCT 06-001,PLST,MD,0,1,25091,5430,5092,4898,44,16,40,0,94,338,327,59,119,23,0,120,2,0,1,2,0,0,1,0,0,0,11
700,2401506-002,7000000US2401506-002,CECIL PRECINCT 06-002,CECIL PRECINCT 06-002,PLST,MD,0,1,25092,3999,3821,3701,27,15,22,3,53,178,170,23,77,10,2,55,0,2,0,0,0,0,1,0,0,0,8
700,2401506-003,7000000US2401506-003,CECIL PRECINCT 06-003,CECIL PRECINCT 06-003,PLST,MD,0,1,25093,1203,1142,1113,8,0,10,1,10,61,59,7,30,10,0,10,0,0,0,1,1,0,0,0,0,0,1
700,2401507-001,7000000US2401507-001,CECIL PRECINCT 07-001,CECIL PRECINCT 07-001,PLST,MD,0,1,25094,4125,3876,3678,127,14,36,0,21,249,239,49,91,18,0,78,0,0,0,3,0,0,0,0,0,0,8
700,2401507-002,7000000US2401507-002,CECIL PRECINCT 07-002,CECIL PRECINCT 07-002,PLST,MD,0,1,25095,5588,5190,4341,697,28,58,2,64,398,377,87,129,32,2,90,15,9,2,8,0,0,0,2,1,0,21
700,2401507-003,7000000US2401507-003,CECIL PRECINCT 07-003,CECIL PRECINCT 07-003,PLST,MD,0,1,25096,1466,1362,1211,109,15,5,0,22,104,98,24,31,13,0,27,3,0,0,0,0,0,0,0,0,0,6
700,2401507-004,7000000US2401507-004,CECIL PRECINCT 07-004,CECIL PRECINCT 07-004,PLST,MD,0,1,25097,559,511,486,3,1,10,0,11,48,46,4,13,15,0,13,0,1,0,0,0,0,0,0,0,0,1
700,2401508-001,7000000US2401508-001,CECIL PRECINCT 08-001,CECIL PRECINCT 08-001,PLST,MD,0,1,25098,3973,3748,3629,37,14,20,0,48,225,215,18,89,25,0,78,1,0,1,2,0,0,0,0,0,1,7
700,2401509-001,7000000US2401509-001,CECIL PRECINCT 09-001,CECIL PRECINCT 09-001,PLST,MD,0,1,25099,2768,2646,2566,24,18,14,1,23,122,113,6,54,7,0,42,0,0,0,1,0,0,0,0,1,2,8
700,2401509-002,7000000US2401509-002,CECIL PRECINCT 09-002,CECIL PRECINCT 09-002,PLST,MD,0,1,25100,2333,2242,2156,39,4,24,0,19,91,83,8,37,0,0,37,0,0,0,1,0,0,0,0,0,0,6
700,24015ZZZZZZ,7000000US24015ZZZZZZ,Voting Districts Not Defined,Voting Districts Not Defined,PLST,MD,0,1,25101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,2401701-001,7000000US2401701-001,CHARLES PRECINCT 01-001,CHARLES PRECINCT 01-001,PLST,MD,0,1,25102,4797,4411,2301,1791,22,207,7,83,386,335,96,55,54,1,84,17,4,1,12,7,0,1,3,0,0,47
700,2401701-002,7000000US2401701-002,CHARLES PRECINCT 01-002,CHARLES PRECINCT 01-002,PLST,MD,0,1,25103,3351,3108,2315,653,27,67,2,44,243,216,40,38,26,5,83,12,4,0,5,0,0,1,2,0,0,25
700,2401701-003,7000000US2401701-003,CHARLES PRECINCT 01-003,CHARLES PRECINCT 01-003,PLST,MD,0,1,25104,4757,4318,2786,1261,21,157,8,85,439,395,88,45,81,5,113,28,5,0,22,2,0,3,3,0,0,39
700,2401701-004,7000000US2401701-004,CHARLES PRECINCT 01-004,CHARLES PRECINCT 01-004,PLST,MD,0,1,25105,3380,3119,2472,473,28,71,3,72,261,237,54,40,51,1,60,23,3,1,3,0,0,1,0,0,0,20
700,2401702-001,7000000US2401702-001,CHARLES PRECINCT 02-001,CHARLES PRECINCT 02-001,PLST,MD,0,1,25106,1974,1814,1384,362,21,13,3,31,160,142,31,41,9,1,38,11,2,0,6,3,0,0,0,0,0,17
700,2401703-001,7000000US2401703-001,CHARLES PRECINCT 03-001,CHARLES PRECINCT 03-001,PLST,MD,0,1,25107,3114,2895,1916,875,34,25,0,45,219,200,62,45,14,3,46,19,3,2,5,0,0,0,1,0,0,14
700,2401704-001,7000000US2401704-001,CHARLES PRECINCT 04-001,CHARLES PRECINCT 04-001,PLST,MD,0,1,25108,3673,3404,2976,328,32,30,2,36,269,247,34,47,44,0,71,16,16,0,15,3,0,0,1,0,0,17
700,2401704-002,7000000US2401704-002,CHARLES PRECINCT 04-002,CHARLES PRECINCT 04-002,PLST,MD,0,1,25109,2558,2344,1995,245,28,41,1,34,214,194,33,63,21,2,60,11,0,0,4,0,0,0,0,0,0,17
700,2401705-001,7000000US2401705-001,CHARLES PRECINCT 05-001,CHARLES PRECINCT 05-001,PLST,MD,0,1,25110,4275,4018,3286,579,27,59,7,60,257,240,48,58,32,0,70,18,1,2,5,0,0,0,5,1,0,17
700,2401706-001,7000000US2401706-001,CHARLES PRECINCT 06-001,CHARLES PRECINCT 06-001,PLST,MD,0,1,25111,2999,2726,1900,638,37,86,3,62,273,237,69,22,26,4,70,20,6,2,13,2,0,0,3,0,0,34
700,2401706-002,7000000US2401706-002,CHARLES PRECINCT 06-002,CHARLES PRECINCT 06-002,PLST,MD,0,1,25112,7372,6761,2416,3881,38,197,4,225,611,522,139,41,60,4,106,75,42,3,49,0,0,2,0,0,1,83
700,2401706-003,7000000US2401706-003,CHARLES PRECINCT 06-003,CHARLES PRECINCT 06-003,PLST,MD,0,1,25113,3909,3521,536,2603,14,277,5,86,388,336,90,28,34,1,95,22,26,7,23,1,0,1,2,6,0,42
700,2401706-004,7000000US2401706-004,CHARLES PRECINCT 06-004,CHARLES PRECINCT 06-004,PLST,MD,0,1,25114,4454,4163,770,3041,20,174,3,155,291,267,99,9,16,0,53,39,17,1,29,1,0,1,1,0,1,24
700,2401706-005,7000000US2401706-005,CHARLES PRECINCT 06-005,CHARLES PRECINCT 06-005,PLST,MD,0,1,25115,5673,5329,523,4261,29,226,1,289,344,270,75,13,6,3,70,62,8,0,30,0,0,0,1,2,0,73
700,2401706-006,7000000US2401706-006,CHARLES PRECINCT 06-006,CHARLES PRECINCT 06-006,PLST,MD,0,1,25116,4789,4261,1468,2292,30,131,14,326,528,485,134,43,24,1,182,52,16,0,22,0,0,2,2,7,0,38
700,2401706-007,7000000US2401706-007,CHARLES PRECINCT 06-007,CHARLES PRECINCT 06-007,PLST,MD,0,1,25117,5561,5109,1086,3580,43,141,3,256,452,399,125,38,15,0,112,45,20,0,31,2,0,0,9,1,1,51
700,2401706-008,7000000US2401706-008,CHARLES PRECINCT 06-008,CHARLES PRECINCT 06-008,PLST,MD,0,1,25118,2888,2628,587,1872,24,45,2,98,260,231,77,24,6,0,58,33,13,0,20,0,0,0,0,0,0,29
700,2401706-009,7000000US2401706-009,CHARLES PRECINCT 06-009,CHARLES PRECINCT 06-009,PLST,MD,0,1,25119,3860,3567,689,2545,57,86,2,188,293,248,79,26,12,0,55,28,7,0,38,1,0,1,0,1,0,41
700,2401706-010,7000000US2401706-010,CHARLES PRECINCT 06-010,CHARLES PRECINCT 06-010,PLST,MD,0,1,25120,3578,3275,510,2393,16,236,4,116,303,261,80,2,21,0,67,24,31,0,36,0,0,0,0,0,0,41
700,2401706-011,7000000US2401706-011,CHARLES PRECINCT 06-011,CHARLES PRECINCT 06-011,PLST,MD,0,1,25121,2778,2581,528,1685,17,232,4,115,197,171,36,7,23,4,45,14,22,3,14,0,0,0,1,1,1,25
700,2401706-012,7000000US2401706-012,CHARLES PRECINCT 06-012,CHARLES PRECINCT 06-012,PLST,MD,0,1,25122,2214,1997,567,1127,23,57,0,223,217,190,49,18,9,0,80,20,5,0,9,0,0,0,0,0,0,24
700,2401706-013,7000000US2401706-013,CHARLES PRECINCT 06-013,CHARLES PRECINCT 06-013,PLST,MD,0,1,25123,5913,5435,1187,3540,46,449,5,208,478,423,126,30,53,1,105,46,21,3,34,0,0,1,3,0,0,50
700,2401706-014,7000000US2401706-014,CHARLES PRECINCT 06-014,CHARLES PRECINCT 06-014,PLST,MD,0,1,25124,6378,5846,1453,3975,32,228,4,154,532,459,130,43,54,4,101,55,38,2,27,1,0,2,1,1,0,70
700,2401706-015,7000000US2401706-015,CHARLES PRECINCT 06-015,CHARLES PRECINCT 06-015,PLST,MD,0,1,25125,5710,5307,786,3882,44,285,7,303,403,335,97,18,19,0,84,43,26,3,41,2,0,1,1,0,0,59
