RESIDENTIALZIP5,DEM,LIB,OIN,OTH,REP,UNA,NLM,OBAR,OFR,OGRN,OWCP,OCN,ORE,OCON,OTP,OCS,OBM,ORL,OWO,OAM,OSC,OPOP,OLIR,OID,OSD,OAI,OAL,OPAT,OCO,OWH,OCH,OAS,OAN,ONAS,OPE,OFCH,ONP,ONL,TOTAL,PCT_DEM,PCT_REP,PCT_UNA
20860,1098,6,4,7,345,397,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1863,58.93719807,18.51851852,21.30971551
20861,1394,8,7,22,588,683,4,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2714,51.3633014,21.66543847,25.16580693
20862,166,1,0,3,132,80,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,43.22916667,34.375,20.83333333
20866,7064,37,8,100,1240,2661,9,0,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11137,63.42821227,11.13405765,23.89332854
20868,272,1,4,1,103,118,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,54.29141717,20.55888224,23.55289421
20871,10600,74,19,168,3262,6422,18,1,0,18,11,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20595,51.46880311,15.83879582,31.18232581
20872,4173,54,13,83,3146,2760,11,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10255,40.6923452,30.67771819,26.91370063
20874,23964,228,45,420,6154,12138,46,8,0,74,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,43105,55.5944786,14.27676604,28.15914627
20876,9575,79,19,158,2640,4983,23,2,0,20,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17513,54.67367099,15.07451607,28.45314909
20877,11303,97,27,239,2640,5273,17,2,0,38,16,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,19656,57.50407,13.43101343,26.82641433
20878,26040,203,70,331,8157,14437,52,8,0,48,16,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,49365,52.74992404,16.52385293,29.24541679
20879,9566,78,26,182,2666,4480,28,2,0,35,16,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17081,56.00374685,15.60798548,26.2279726
20880,284,2,0,1,44,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422,67.2985782,10.42654028,21.56398104
20882,5034,66,16,58,3840,3031,9,1,0,8,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12069,41.71016654,31.81705195,25.11392825
20886,12564,93,16,232,3110,5582,22,6,0,35,22,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21684,57.94133924,14.34237226,25.74248294
20889,23,2,0,0,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,36.50793651,25.3968254,34.92063492
20892,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,57.14285714,0,42.85714286
20895,10079,55,29,85,2493,3613,10,3,0,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16391,61.49106217,15.20956623,22.04258435
20896,633,0,2,3,90,175,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,905,69.94475138,9.944751381,19.33701657
20901,17417,70,30,167,2527,5345,19,2,0,36,12,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25629,67.95817238,9.859924304,20.85528113
20902,20776,125,33,297,3911,7461,22,4,0,40,20,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,32693,63.54877191,11.96280549,22.82139908
20903,6102,35,22,134,956,2338,11,0,0,15,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9628,63.37764853,9.929372663,24.28334026
20904,25536,135,56,413,4365,8975,47,3,0,46,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39610,64.46856854,11.01994446,22.65841959
20905,8245,46,12,88,2470,3391,19,1,0,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14297,57.66944114,17.27635168,23.71826257
20906,28148,135,61,375,5712,10373,49,3,0,65,31,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44955,62.61372484,12.70603937,23.0741853
20910,24539,103,30,209,2004,6631,25,6,0,58,14,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,33622,72.98495033,5.960383083,19.7222057
20912,12180,43,31,141,700,2681,11,4,0,55,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15859,76.801816,4.413897471,16.90522732
21001,9147,184,25,240,5482,5184,29,2,0,22,35,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20352,44.94398585,26.93592767,25.47169811
21005,399,14,2,7,304,388,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1122,35.56149733,27.09447415,34.58110517
21009,9087,171,35,193,8953,5996,23,2,0,23,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24495,37.09736681,36.55031639,24.47846499
21010,21,1,0,0,25,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,28.76712329,34.24657534,35.61643836
21012,6813,126,23,98,6534,4907,17,7,0,26,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18557,36.7139085,35.21043272,26.44285175
21013,1106,40,12,25,2036,864,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4088,27.05479452,49.80430528,21.13502935
21014,8926,205,56,196,13724,7164,26,0,0,38,9,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,30348,29.41215237,45.22209042,23.60616845
21015,7239,158,26,155,11793,6263,19,1,0,16,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25681,28.18815467,45.92110899,24.38767961
21017,2145,39,8,54,1432,1254,3,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4943,43.39469958,28.97026098,25.36920898
21020,11,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,47.82608696,30.43478261,21.73913043
21021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,0
21022,10,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,41.66666667,54.16666667,0
21023,19,0,1,0,21,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,36.53846154,40.38461538,21.15384615
21028,651,15,2,13,1386,553,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2626,24.79055598,52.77989337,21.05864433
21029,4839,39,16,55,2469,3358,7,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10790,44.84708063,22.88229842,31.12140871
21030,8627,87,51,170,4908,4324,11,1,0,24,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,18219,47.35166584,26.93890993,23.73346506
21031,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33.33333333,0,66.66666667
21032,2635,53,8,45,3149,1982,4,2,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7887,33.40940789,39.92646127,25.12996069
21034,532,18,1,25,1525,598,2,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706,19.66001478,56.35624538,22.09903917
21035,2156,43,8,32,3089,1867,8,1,0,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7217,29.87390883,42.80171817,25.86947485
21036,798,10,3,10,603,556,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984,40.22177419,30.39314516,28.02419355
21037,5644,114,30,88,7238,4755,21,2,0,19,8,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17921,31.49377825,40.38837118,26.53311757
21040,9240,90,21,247,3339,4163,31,2,0,25,41,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17201,53.7178071,19.41166211,24.20208127
21042,16367,136,67,189,8506,9790,29,3,0,29,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35123,46.59909461,24.21774905,27.87347322
21043,17431,135,59,286,7518,9779,24,4,0,40,16,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35294,49.38799796,21.301071,27.70725902
21044,21331,149,58,269,4814,8751,40,2,0,44,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35476,60.12797384,13.56973729,24.66738076
21045,17654,124,44,248,3788,6857,18,4,0,33,13,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28785,61.33055411,13.15963175,23.82143478
21046,7220,61,15,87,1954,2985,18,1,0,12,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12364,58.39534131,15.80394694,24.14267227
21047,2807,73,20,62,6035,2275,6,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11289,24.86491275,53.4591195,20.15236071
21048,2298,52,18,56,4449,1920,6,1,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8810,26.08399546,50.49943246,21.79341657
21050,3695,101,15,78,8265,3390,12,3,0,17,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15587,23.70565215,53.02495669,21.74889331
21051,83,1,3,7,129,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,30.07246377,46.73913043,18.84057971
21052,70,0,2,2,170,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,21.67182663,52.63157895,24.45820433
21053,705,19,8,14,1356,594,3,1,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2711,26.00516415,50.01844338,21.91073405
21054,4557,71,8,73,3630,3222,17,0,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11594,39.30481283,31.30929791,27.79023633
21055,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,66.66666667,33.33333333,0
21056,76,2,0,1,95,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,33.92857143,42.41071429,22.32142857
21057,1239,15,13,25,1558,730,2,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3590,34.51253482,43.39832869,20.33426184
21060,12272,196,25,289,8003,7100,37,3,0,36,40,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28006,43.8191816,28.57601942,25.35171035
21061,17620,234,46,385,9648,9388,53,5,0,55,41,1,0,4,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37483,47.00797695,25.73966865,25.04602086
21071,170,6,1,4,151,78,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411,41.36253041,36.73965937,18.97810219
21074,2737,89,25,76,6473,2804,9,1,0,17,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12239,22.36293815,52.88830787,22.91036849
21075,12104,125,31,233,4658,6500,36,2,0,32,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23740,50.98567818,19.62089301,27.37994945
21076,9937,112,18,146,3228,5266,20,5,0,19,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18763,52.96061397,17.20407184,28.06587433
21077,90,3,0,0,66,75,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,37.97468354,27.84810127,31.64556962
21078,6085,121,32,181,5934,4205,14,2,0,18,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16610,36.6345575,35.72546659,25.31607465
21082,242,8,2,6,416,150,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,828,29.22705314,50.24154589,18.11594203
21084,1298,31,8,31,3640,1288,5,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6308,20.57704502,57.70450222,20.41851617
21085,4978,92,27,130,5296,3157,21,2,0,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13724,36.27222384,38.58933256,23.00349752
21087,1154,31,10,26,2610,916,2,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4765,24.21825813,54.77439664,19.22350472
21090,3115,56,6,70,3091,2073,12,1,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8443,36.89446879,36.61020964,24.55288405
21092,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0
21093,13934,150,88,199,10444,6890,11,1,0,45,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31774,43.8534651,32.86964185,21.68439605
21102,2039,78,18,69,5399,2127,4,1,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9745,20.92355054,55.40277065,21.82657773
21104,1824,29,6,32,1996,1256,2,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5150,35.41747573,38.75728155,24.38834951
21105,7,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,58.33333333,25,16.66666667
21108,5833,93,15,91,5738,4046,11,1,0,17,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15853,36.79429761,36.19504195,25.52198322
21111,1432,32,17,25,1960,1011,4,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4486,31.92153366,43.69148462,22.5367811
21113,15042,174,36,213,6086,8180,43,4,0,25,25,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29831,50.42405551,20.40159566,27.42113908
21114,8678,117,24,107,5620,5690,22,3,0,25,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20300,42.74876847,27.68472906,28.02955665
21117,27503,154,81,330,4680,7995,51,4,0,47,27,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40874,67.28727308,11.4498214,19.56011156
21120,1883,45,14,29,2871,1326,5,1,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6190,30.42003231,46.3812601,21.42164782
21122,14297,329,59,358,22371,12375,45,3,0,43,40,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,49925,28.63695543,44.80921382,24.78718077
21128,4702,50,29,75,4259,2766,7,0,0,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11905,39.49601008,35.7748845,23.23393532
21130,23,0,0,3,27,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,31.08108108,36.48648649,28.37837838
21131,2294,38,18,39,2866,1457,5,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6723,34.12167187,42.62977837,21.67187268
21132,371,12,1,10,1544,435,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2379,15.59478773,64.901219,18.28499369
21133,18145,54,32,211,1195,3452,23,2,0,30,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23165,78.32937621,5.158644507,14.9017915
21136,13810,107,66,237,6368,5802,28,3,0,35,22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,26482,52.14862926,24.04652217,21.90922136
21139,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,0
21140,1003,23,2,17,1240,766,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3056,32.82068063,40.57591623,25.06544503
21144,13735,177,34,239,6782,7411,26,3,0,31,30,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28471,48.24207088,23.82072987,26.02999543
21146,8852,154,27,108,9020,6028,19,1,0,38,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,24256,36.49406332,37.18667546,24.85158311
21152,1789,32,12,38,1889,1178,2,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4950,36.14141414,38.16161616,23.7979798
21153,402,4,2,7,179,152,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,751,53.5286285,23.83488682,20.23968043
21154,947,37,9,43,3115,1038,4,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5207,18.18705589,59.82331477,19.93470328
21155,572,21,0,12,1011,452,3,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2078,27.52646776,48.65255053,21.75168431
21156,72,8,3,1,168,58,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,23.1511254,54.0192926,18.64951768
21157,7673,207,60,212,14089,6836,32,2,0,36,10,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29161,26.31254072,48.31452968,23.44226878
21158,4447,118,23,109,8282,3875,10,1,0,23,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16902,26.3104958,49.00011833,22.92628091
21160,363,12,3,11,1243,382,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,17.97919762,61.56513125,18.92025755
21161,1055,30,8,30,2586,1013,3,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4731,22.29972522,54.66074826,21.41196364
21162,1343,19,5,38,1439,919,2,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3776,35.56673729,38.10911017,24.33792373
21163,2769,17,12,39,1494,1552,3,4,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5903,46.90835169,25.30916483,26.29171608
21201,9728,57,15,141,780,2425,15,4,0,28,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13208,73.65233192,5.905511811,18.3600848
21202,11210,69,13,204,1012,2993,23,1,0,38,23,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15589,71.9096799,6.491757008,19.1994355
21204,7431,72,51,105,3528,2935,11,1,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14155,52.49735076,24.9240551,20.73472271
21205,6020,28,3,151,707,1459,8,1,0,19,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8417,71.52191992,8.39966734,17.33396697
21206,26006,118,31,385,3204,5615,43,1,0,52,44,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,35505,73.24602169,9.024081115,15.81467399
21207,27492,111,38,376,1711,5006,39,7,0,31,28,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34842,78.90477011,4.910739912,14.36771712
21208,19492,99,60,165,3556,4492,20,0,0,23,18,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,27931,69.786259,12.73137374,16.08248899
21209,13261,73,29,149,3699,3709,11,1,0,28,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20968,63.24399084,17.64116749,17.68885921
21210,6693,26,5,40,965,1516,3,0,0,20,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9271,72.19285945,10.40880164,16.35206558
21211,10527,56,7,97,1077,2529,11,11,0,55,11,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14384,73.18548387,7.487486096,17.5820356
21212,17502,88,30,191,2860,4120,18,1,0,44,21,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,24879,70.34848668,11.49563889,16.56015113
21213,17081,47,8,252,914,2891,30,2,0,38,42,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,21310,80.15485687,4.289066166,13.56640075
21214,11768,39,13,121,1233,2311,6,1,0,43,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15552,75.66872428,7.928240741,14.8598251
21215,31437,68,25,442,2680,5404,45,5,0,33,49,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40190,78.22095049,6.668325454,13.44613088
21216,16773,43,9,260,750,2708,24,4,0,26,31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20629,81.30786757,3.635658539,13.1271511
21217,17843,55,11,271,933,3220,24,4,0,40,35,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22438,79.52134771,4.15812461,14.35065514
21218,26173,96,23,325,1477,4843,27,9,0,114,36,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33126,79.01044497,4.458733321,14.619936
21219,2376,41,13,78,3535,1708,6,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7770,30.57915058,45.4954955,21.98198198
21220,13693,181,48,333,9703,7276,35,5,0,40,41,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,31358,43.66668793,30.94266216,23.2030104
21221,13814,154,46,339,8676,6692,40,2,0,42,42,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,29851,46.27650665,29.06435295,22.41800945
21222,15653,234,71,492,11108,9181,49,6,0,45,68,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36912,42.40626355,30.09319463,24.87267013
21223,10304,39,16,229,893,2368,18,1,0,22,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13915,74.04958678,6.417535034,17.0176069
21224,19513,203,36,326,5311,7480,32,2,0,52,36,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,32996,59.13747121,16.09589041,22.66941447
21225,11139,98,16,320,3658,4470,39,4,0,28,46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19820,56.20080727,18.45610494,22.55297679
